Part_ID,Part_Name,Category,Brand,Competitor_Brand,Price,Cost,Competitor_Price,Units_Sold,Region,Date,Currency,Revenue,Profit,Gross_Margin_%,Competitiveness_Index,Price_diff,Price_pct_diff,Margin,Revenue_calc
2000,Oil Filter,Engine,Hyundai,Nissan,271.44,160.77,291.81,483,UK,2025-01-31,GBP,131105.52,53453.60999999999,40.77144120247569,107.5044208664898,-20.370000000000005,-6.980569548678936,110.66999999999999,131105.52
2000,Oil Filter,Engine,Hyundai,Nissan,252.22,172.51,237.64,494,UK,2025-04-30,GBP,124596.68,39376.74000000001,31.60336214415986,94.2193323289192,14.580000000000013,6.135330752398592,79.71000000000001,124596.68
2005,Brake Pad Set,Brakes,Hyundai,Nissan,253.06,155.74,271.16,492,EU,2024-07-31,GBP,124505.52,47881.44,38.45728285782027,107.1524539634869,-18.100000000000023,-6.675025815016972,97.32,124505.52
2000,Oil Filter,Engine,Kia,Toyota,271.44,171.72,269.49,446,EU,2025-10-31,GBP,121062.24,44475.12,36.73740053050398,99.2816091954023,1.9499999999999886,0.7235890014471738,99.72,121062.24
2000,Oil Filter,Engine,Nissan,Hyundai,240.46,168.18,249.5,499,EU,2024-01-31,GBP,119989.54,36067.72,30.05905348082841,103.75946103302,-9.039999999999992,-3.623246492985969,72.28,119989.54000000001
2005,Brake Pad Set,Brakes,Kia,Toyota,240.21,147.21,263.74,494,UK,2024-07-31,GBP,118663.74,45942.0,38.71612339203197,109.7955955205861,-23.53,-8.921665276408584,93.0,118663.74
2000,Oil Filter,Engine,Hyundai,Nissan,262.83,167.43,269.61,448,EU,2024-10-31,GBP,117747.84,42739.19999999999,36.29722634402464,102.5796141992923,-6.78000000000003,-2.5147435184155,95.39999999999998,117747.84
2005,Brake Pad Set,Brakes,Kia,Toyota,249.32,152.36,224.82,454,EU,2024-04-30,GBP,113191.28,44019.83999999999,38.88978020214984,90.17327129793037,24.5,10.897606974468465,96.95999999999998,113191.28
2000,Oil Filter,Engine,Nissan,Hyundai,260.98,165.54,244.94,416,UK,2024-10-31,GBP,108567.68,39703.04000000001,36.56985209594606,93.85393516744578,16.04000000000002,6.54854250020414,95.44000000000003,108567.68000000001
2000,Oil Filter,Engine,Hyundai,Nissan,233.65,166.75,247.0,462,EU,2024-01-31,GBP,107946.3,30907.8,28.63257008345816,105.7136742991654,-13.349999999999994,-5.40485829959514,66.9,107946.3
2005,Brake Pad Set,Brakes,Toyota,Kia,222.42,146.19,210.38,482,UK,2025-01-31,GBP,107206.44,36742.85999999999,34.27299703264094,94.58681773221834,12.039999999999992,5.722977469341188,76.22999999999999,107206.43999999999
2005,Brake Pad Set,Brakes,Kia,Toyota,231.54,157.62,226.87,449,UK,2025-07-31,GBP,103961.46,33190.07999999999,31.92536926664939,97.98306987993436,4.6699999999999875,2.058447569092426,73.91999999999999,103961.45999999999
2000,Oil Filter,Engine,Kia,Toyota,224.56,172.97,233.18,461,UK,2024-10-31,GBP,103522.16,23782.99,22.97381546134663,103.8386177413609,-8.620000000000005,-3.696714984132432,51.59,103522.16
2005,Brake Pad Set,Brakes,Toyota,Kia,231.14,148.89,222.46,441,EU,2024-01-31,GBP,101932.74,36272.25,35.58449424591157,96.24470018170807,8.679999999999978,3.9018250471994866,82.25,101932.73999999999
2005,Brake Pad Set,Brakes,Kia,Toyota,232.34,144.34,211.06,437,EU,2025-04-30,GBP,101532.58,38456.0,37.87552724455539,90.84100886631661,21.28,10.082441012034494,88.0,101532.58
2000,Oil Filter,Engine,Toyota,Kia,236.07,165.48,232.14,416,UK,2024-01-31,GBP,98205.12,29365.44,29.90214766806456,98.33523954759181,3.930000000000007,1.6929439131558575,70.59,98205.12
2000,Oil Filter,Engine,Kia,Toyota,260.93,161.57,286.34,365,EU,2025-04-30,GBP,95239.45,36266.4,38.07917832368835,109.7382439734795,-25.409999999999968,-8.874065795906953,99.36000000000001,95239.45
2005,Brake Pad Set,Brakes,Kia,Toyota,223.59,152.18,234.54,419,UK,2024-01-31,GBP,93684.21,29920.79,31.93792208953888,104.8973567690863,-10.949999999999989,-4.668713225888969,71.41,93684.21
2005,Brake Pad Set,Brakes,Nissan,Hyundai,223.41,153.52,224.04,416,UK,2024-04-30,GBP,92938.56,29074.23999999999,31.28329081061724,100.2819927487579,-0.6299999999999955,-0.2811997857525422,69.88999999999999,92938.56
2002,Fuel Pump,Engine,Nissan,Hyundai,193.71,133.0,209.01,478,UK,2024-10-31,GBP,92593.38,29019.38,31.34066387899437,107.8984048319653,-15.299999999999983,-7.32022391273144,60.71000000000001,92593.38
